23.10662079,30.80331612,25.21622276,108.88906097,364.82351685,72.23237610
1.28676748,1.05062354,1.50640237,92.53128052,199.99806213,78.29109955
1.02539623,0.85954219,1.09088266,104.83442688,135.31196594,91.85177612
0.85591692,1.01386738,0.89382607,99.81029510,131.60563660,83.69158936
1.04178846,1.52548945,0.86553502,102.00545502,209.00300598,97.59584045
0.88686752,2.28408575,0.91713172,81.36058044,107.56413269,59.25028992
0.82841617,2.31236315,0.85523236,83.39724731,83.86050415,50.07692337
0.90861309,3.16627622,0.97178054,87.59883118,88.00121307,58.36046982
1.33363295,4.50248814,1.30484271,119.54021454,104.10127258,66.26512146
0.85732383,2.69988680,0.80848289,77.30997467,77.28249359,48.14319229
0.75236815,1.38045478,0.66758794,64.72370911,68.24860382,44.81039429
0.79394829,1.16677129,0.66218251,67.88729858,73.79338074,50.87039185
0.91417676,1.15657175,0.64125723,81.14510345,80.40426636,55.64587784
0.86318308,0.93071961,0.61136842,65.47795105,70.30371857,48.69506073
0.84960824,0.95861512,0.60706973,62.72953033,62.72725677,48.38338852
0.99834406,1.22816491,0.74542052,75.69512177,76.84991455,63.73933029
0.91455942,1.06342149,0.77215219,81.04267883,74.76753235,52.73834991
0.87055343,0.98710650,0.64373642,66.65222931,62.32400894,47.42262268
0.88396555,0.88929880,0.64848197,73.09131622,61.23725510,48.72783279
0.91761678,0.74407738,0.65618110,71.78334808,62.89632797,47.83691025
0.94733196,0.73388863,0.61939329,68.60353088,69.00324249,48.60235214
0.93563563,0.71295184,0.66515374,64.55282593,60.22444153,47.21422958
0.99348480,0.72954077,0.73126435,66.37779236,66.40547180,51.23598480
1.12225628,0.81277800,0.84308845,77.60100555,77.37335205,54.63912964
0.99027473,0.72649723,0.78568107,76.53559113,78.41856384,47.78505325
0.93870127,0.66657764,0.70255566,68.55156708,63.63196945,45.35458374
0.87330645,0.60711282,0.69667149,64.90040588,61.50600433,44.19628906
0.83310127,0.56010944,0.72813416,64.99266815,64.03440857,42.43483734
0.85920101,0.51096117,0.63308519,65.21636200,60.28033447,47.23767853
0.83452350,0.51326627,0.62382191,66.78601837,56.12453079,46.69076920
0.83305413,0.52001184,0.70549113,71.30194092,67.99358368,46.40116882
0.82721895,0.52910584,0.70728505,82.59325409,70.72930145,47.77615738
0.70394087,0.46826294,0.63081193,68.78327942,64.27914429,41.02352524
0.71599793,0.45573202,0.63909835,61.01895523,52.75492477,41.78075027
0.69023043,0.43340993,0.61597300,61.41679001,54.69095612,41.50593185
0.68983346,0.43972638,0.61552054,64.34700775,58.43294525,39.90261459
0.73368376,0.43315130,0.63922024,74.10699463,67.77552795,42.68338013
0.81702137,0.46624449,0.64048475,66.11617279,60.50498199,48.68659973
0.81702137,0.46624449,0.64048475,66.11617279,60.50498199,48.68659973
0.73368376,0.43315130,0.63922024,74.10699463,67.77552795,42.68338013
0.68983346,0.43972638,0.61552054,64.34700775,58.43294525,39.90261459
0.69023043,0.43340993,0.61597300,61.41679001,54.69095612,41.50593185
0.71599793,0.45573202,0.63909835,61.01895523,52.75492477,41.78075027
0.70394087,0.46826294,0.63081193,68.78327942,64.27914429,41.02352524
0.82721895,0.52910584,0.70728505,82.59325409,70.72930145,47.77615738
0.83305413,0.52001184,0.70549113,71.30194092,67.99358368,46.40116882
0.83452350,0.51326627,0.62382191,66.78601837,56.12453079,46.69076920
0.85920101,0.51096117,0.63308519,65.21636200,60.28033447,47.23767853
0.83310127,0.56010944,0.72813416,64.99266815,64.03440857,42.43483734
0.87330645,0.60711282,0.69667149,64.90040588,61.50600433,44.19628906
0.93870127,0.66657764,0.70255566,68.55156708,63.63196945,45.35458374
0.99027473,0.72649723,0.78568107,76.53559113,78.41856384,47.78505325
1.12225628,0.81277800,0.84308845,77.60100555,77.37335205,54.63912964
0.99348480,0.72954077,0.73126435,66.37779236,66.40547180,51.23598480
0.93563563,0.71295184,0.66515374,64.55282593,60.22444153,47.21422958
0.94733196,0.73388863,0.61939329,68.60353088,69.00324249,48.60235214
0.91761678,0.74407738,0.65618110,71.78334808,62.89632797,47.83691025
0.88396555,0.88929880,0.64848197,73.09131622,61.23725510,48.72783279
0.87055343,0.98710650,0.64373642,66.65222931,62.32400894,47.42262268
0.91455942,1.06342149,0.77215219,81.04267883,74.76753235,52.73834991
0.99834406,1.22816491,0.74542052,75.69512177,76.84991455,63.73933029
0.84960824,0.95861512,0.60706973,62.72953033,62.72725677,48.38338852
0.86318308,0.93071961,0.61136842,65.47795105,70.30371857,48.69506073
0.91417676,1.15657175,0.64125723,81.14510345,80.40426636,55.64587784
0.79394829,1.16677129,0.66218251,67.88729858,73.79338074,50.87039185
0.75236815,1.38045478,0.66758794,64.72370911,68.24860382,44.81039429
0.85732383,2.69988680,0.80848289,77.30997467,77.28249359,48.14319229
1.33363295,4.50248814,1.30484271,119.54021454,104.10127258,66.26512146
0.90861309,3.16627622,0.97178054,87.59883118,88.00121307,58.36046982
0.82841617,2.31236315,0.85523236,83.39724731,83.86050415,50.07692337
0.88686752,2.28408575,0.91713172,81.36058044,107.56413269,59.25028992
1.04178846,1.52548945,0.86553502,102.00545502,209.00300598,97.59584045
0.85591692,1.01386738,0.89382607,99.81029510,131.60563660,83.69158936
1.02539623,0.85954219,1.09088266,104.83442688,135.31196594,91.85177612
1.28676748,1.05062354,1.50640237,92.53128052,199.99806213,78.29109955
