-0.05780395,-0.46121719,0.05185563,0.00858554,-0.03942780,0.15604332
-0.05772024,-0.46107599,0.05201036,-0.04539135,-0.03113182,0.12546240
-0.05790442,-0.46093303,0.05145225,0.01205143,-0.01980376,0.11155125
-0.05813398,-0.46108383,0.05172323,0.02501499,-0.03242327,0.14358017
-0.05861784,-0.46077657,0.05175082,-0.03689195,-0.06699963,0.12082975
-0.05798652,-0.46071345,0.05138679,-0.02883197,-0.03083737,0.14453609
-0.05814272,-0.46067396,0.05159221,-0.02813068,-0.09453616,0.11619168
-0.05838773,-0.46022019,0.05163807,0.00109165,-0.05020823,0.12428206
-0.05838937,-0.46019861,0.05175861,-0.06048012,-0.07265787,0.12247519
-0.05833803,-0.46062803,0.05164201,-0.08199881,-0.12768823,0.14705166
-0.05834070,-0.46052545,0.05202202,-0.09495947,-0.12867764,0.18372211
-0.05829500,-0.46089268,0.05167241,-0.06448604,-0.06230708,0.12035885
-0.05851817,-0.46090099,0.05173262,-0.10025648,-0.01964395,0.12450340
-0.05788996,-0.46023011,0.05198337,-0.05080256,-0.02569256,0.16606998
-0.05839245,-0.46031296,0.05196099,-0.04436630,-0.05555682,0.15714873
-0.05749260,-0.46035823,0.05210706,-0.04911079,-0.06542567,0.16291176
-0.05752701,-0.46110675,0.05230712,-0.06274161,-0.03071340,0.15098900
-0.05852608,-0.46052587,0.05210719,-0.04530684,-0.03626994,0.16438781
-0.05835107,-0.46100280,0.05151958,-0.02445378,-0.03253403,0.17504969
-0.05776383,-0.46071956,0.05181954,-0.00691314,-0.03918276,0.14007212
-0.05768612,-0.46028751,0.05185237,-0.05960890,-0.06075339,0.17393759
-0.05856263,-0.45962089,0.05143172,-0.04532656,0.01542955,0.14451148
-0.05898317,-0.45958978,0.05232091,-0.00343856,0.04860478,0.10544400
-0.05787441,-0.46000433,0.05170380,-0.06724884,-0.03015871,0.14798388
-0.05794865,-0.46082634,0.05210416,-0.09778090,0.00899564,0.16944864
-0.05797546,-0.46118653,0.05174615,0.00909825,-0.03059233,0.14762808
-0.05793735,-0.46107015,0.05197247,-0.03751361,-0.03225496,0.11881892
-0.05797725,-0.46082819,0.05127913,0.00578547,-0.02579228,0.12106810
-0.05822098,-0.46083829,0.05174625,0.01373415,-0.03421910,0.14675686
-0.05880045,-0.46044335,0.05169838,-0.03628116,-0.06656691,0.10987015
-0.05806163,-0.46029782,0.05126685,-0.02935391,-0.02640344,0.13904579
-0.05813563,-0.46034968,0.05161796,-0.02149661,-0.07155355,0.11785358
-0.05829265,-0.45996669,0.05171280,-0.00568647,-0.05037509,0.12490788
-0.05839962,-0.46019468,0.05163655,-0.06655497,-0.06788316,0.11868735
-0.05832531,-0.46083099,0.05169467,-0.06101418,-0.12653595,0.14554539
-0.05854417,-0.46061164,0.05188550,-0.08651093,-0.12035939,0.17382611
-0.05837503,-0.46087113,0.05166472,-0.05609668,-0.05355377,0.12927902
-0.05843972,-0.46080750,0.05163226,-0.11847796,-0.01209505,0.12703526
-0.05798544,-0.45999470,0.05204028,-0.04705507,-0.03135297,0.16603161
-0.05861756,-0.45998985,0.05183902,-0.05147869,-0.06158770,0.15171689
-0.05751051,-0.45995644,0.05201104,-0.05115022,-0.07493094,0.16091378
-0.05761182,-0.46065110,0.05243967,-0.07957155,-0.03801329,0.15533407
-0.05860665,-0.46025351,0.05205411,-0.04327175,-0.04057936,0.16762422
-0.05840468,-0.46102113,0.05161780,-0.02070375,-0.03512689,0.17132248
-0.05793789,-0.46095887,0.05173086,-0.00330572,-0.04078115,0.13196254
-0.05770325,-0.46051025,0.05174717,-0.06281707,-0.07529850,0.16548254
-0.05871550,-0.45979878,0.05138806,-0.04336188,0.00612227,0.14773993
-0.05899988,-0.45957059,0.05243687,-0.01176241,0.04544184,0.11122567
-0.05802827,-0.45983291,0.05173844,-0.06891853,-0.03363455,0.14934392
-0.05805456,-0.46047479,0.05206072,-0.10700710,0.00587740,0.16768213
-0.05806563,-0.46069404,0.05182444,0.00429042,-0.03787955,0.14544858
-0.05810984,-0.46073779,0.05201192,-0.05025583,-0.04863138,0.12787880
-0.05799710,-0.46068290,0.05130333,0.01770877,-0.03259466,0.12128889
-0.05849658,-0.46077055,0.05175887,0.01535426,-0.04643324,0.13958113
-0.05882943,-0.46035340,0.05152208,-0.04088249,-0.05884897,0.11283492
-0.05792752,-0.46039164,0.05131330,-0.01931114,-0.01994401,0.14108540
-0.05829648,-0.46036783,0.05179421,-0.03312583,-0.07724582,0.12117433
-0.05843472,-0.45993230,0.05185157,-0.01597302,-0.06213533,0.11772889
-0.05851365,-0.46015319,0.05168593,-0.06149757,-0.06139622,0.11236293
-0.05821202,-0.46072564,0.05189901,-0.06211524,-0.11670510,0.14501549
-0.05862316,-0.46037665,0.05191791,-0.08178544,-0.12469198,0.17602570
-0.05844237,-0.46075833,0.05160913,-0.05846476,-0.06171221,0.12012304
-0.05843054,-0.46075314,0.05173158,-0.11309244,-0.01583493,0.12729913
-0.05805877,-0.45995933,0.05204481,-0.04254694,-0.03136999,0.15965308
-0.05871669,-0.45982969,0.05192784,-0.04131467,-0.05858656,0.14322147
-0.05771728,-0.45980141,0.05209132,-0.04550518,-0.06513865,0.16045409
-0.05771892,-0.46042582,0.05256203,-0.07267669,-0.03426598,0.15410416
-0.05868454,-0.46005887,0.05217185,-0.02661518,-0.04621661,0.16299248
-0.05856945,-0.46083698,0.05162788,0.00032739,-0.02680575,0.16361432
-0.05790957,-0.46091786,0.05185479,0.00272732,-0.01749087,0.14046375
-0.05780121,-0.46043447,0.05168414,-0.06649868,-0.06588445,0.16077007
-0.05857470,-0.45997027,0.05138396,-0.05769344,0.00559490,0.14132032
-0.05894564,-0.45967817,0.05255848,-0.01527481,0.05524138,0.11316574
-0.05811296,-0.45989472,0.05175765,-0.08344029,-0.04295269,0.14940545
-0.05806601,-0.46054912,0.05211408,-0.10482343,0.01271724,0.16190335
